行番号	投稿時間	投稿者	メッセージ	スパチャ
245	00:28:13	カギカギ	よっしゃ！	
246	00:28:14	リフェ	よっしゃ！	
247	00:28:17	なんたら	よっしゃ！	
248	00:28:18	mori mori	よっしゃの意味が分かった	
249	00:28:19	うぇいのる	よっしゃ！	
250	00:28:24	タケノコ男	よっしゃ！	
251	00:28:27	竹輪	サムネ回収	
252	00:29:08	motiyomogi	かわいい	
253	00:29:08	いぶきんぐ	かわいい	
254	00:29:10	mori mori	かわいい	
255	00:29:13	カギカギ	かわいい	
256	00:29:26	竹輪	テクぼう来た	
257	00:30:55	mori mori	草	
258	00:30:57	T.のかね	草	
259	00:30:58	リフェ	草	
260	00:30:58	カギカギ	草	
261	00:30:59	パンセポンセ	草	
262	00:31:02	ホワイトラン衛兵	草	
263	00:31:03	なんたら	草	
264	00:31:11	motiyomogi	草	
265	00:31:11	うぇいのる	ひどい	
266	00:31:17	ジョナサン・グレーン	草	
267	00:31:35	パンセポンセ	あっ	
268	00:33:57	竹輪	かわいい	
269	00:34:41	JUNY	よるあるやーつ	
270	00:34:41	motiyomogi	かわいい	
271	00:36:07	パンセポンセ	草	
272	00:36:07	ホワイトラン衛兵	草	
273	00:36:07	竹輪	草	
274	00:36:26	abeshi	おいしい煮玉子	
275	00:37:21	うぇいのる	へぇー	
276	00:37:21	ねこくーる	おいしい煮玉子	
277	00:37:29	mori mori	しにます	
278	00:37:30	リフェ	なるほど	
279	00:37:30	スモーク	草	
280	00:37:36	じょーげん	ﾘﾄﾞﾘｲｨｨｲ	
281	00:37:37	タケノコ男	草	
282	00:37:40	竹輪	草	
283	00:37:41	竹本カキフライ	なんか変な龍もいたよね	
284	00:38:24	motiyomogi	かわいい	
285	00:38:26	mori mori	かわいい	
286	00:38:27	竹本カキフライ	よっしゃじゃないのか	
287	00:38:39	なんたら	喉が辛い	
288	00:38:44	リフェ	会話多いから大変だ…	
289	00:38:59	デンキヒツジ	おいしい煮玉子	
290	00:39:06	らうらう	おのどが	
291	00:39:11	なんたら	ゆらゆら	
292	00:39:21	JUNY	かわいい	
293	00:39:53	HILO	おいしい煮玉子	
